oracle_file_id,oracle_path,vendor,report_type,schedule_file_id,schedule_path,schedule_title,schedule_status_date,score,confidence,source_resolution,evidence,validation
F0044,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Analysis Report.xlsx,Acumen Fuse,Acumen Analysis Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0045,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated,"{""matched_labels"": [""hard file updated""], ""folder_prefix_depth"": 3}"
F0045,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0046,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Excel .xlsx,Acumen Fuse,Acumen Workbook,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated,"{""matched_labels"": [""hard file updated""], ""folder_prefix_depth"": 3}"
F0046,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Excel .xlsx,Acumen Fuse,Acumen Workbook,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0047,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated""], ""folder_prefix_depth"": 3}"
F0047,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2 | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0048,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Summary Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated""], ""folder_prefix_depth"": 3}"
F0048,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse - Summary Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0049,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,1075,confirmed,explicit_mpp_reference,AFW explicitly references hard file updated.mpp,"{""explicit_reference_label"": ""hard file updated"", ""folder_prefix_depth"": 3}"
F0049,ref1/.mpp test files/Hard_File/Hard_File_update vs update2_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,1075,confirmed,explicit_mpp_reference,AFW explicitly references hard file updated2.mpp,"{""explicit_reference_label"": ""hard file updated2"", ""folder_prefix_depth"": 3}"
F0050,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Analysis Report.xlsx,Acumen Fuse,Acumen Analysis Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0050,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Analysis Report.xlsx,Acumen Fuse,Acumen Analysis Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0051,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0051,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0052,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Excel .xlsx,Acumen Fuse,Acumen Workbook,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0052,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Excel .xlsx,Acumen Fuse,Acumen Workbook,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0053,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2 | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0053,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3 | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0054,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Metrics Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2 | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0054,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Metrics Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0055,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Summary Metrics Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2 | embedded version date matches schedule status date,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0055,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse - Summary Metrics Report.xlsx,Acumen Fuse,Acumen Summary Metrics Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0056,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,1075,confirmed,explicit_mpp_reference,AFW explicitly references hard file updated2.mpp,"{""explicit_reference_label"": ""hard file updated2"", ""folder_prefix_depth"": 3}"
F0056,ref1/.mpp test files/Hard_File/Hard_File_update2 vs update3_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,1075,confirmed,explicit_mpp_reference,AFW explicitly references hard file updated3.mpp,"{""explicit_reference_label"": ""hard file updated3"", ""folder_prefix_depth"": 3}"
F0057,ref1/.mpp test files/Hard_File/Hard_File_updated vs update 2_ Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated,"{""matched_labels"": [""hard file updated""], ""folder_prefix_depth"": 3}"
F0057,ref1/.mpp test files/Hard_File/Hard_File_updated vs update 2_ Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0059,ref1/.mpp test files/Hard_File/Hard_File_updated2 vs update3 Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0061,ref1/.mpp test files/Hard_File/Hard_File_updated2.mpp,Customer Service Ramp Up,2026-09-10T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated2,"{""matched_labels"": [""hard file updated2""], ""folder_prefix_depth"": 3}"
F0059,ref1/.mpp test files/Hard_File/Hard_File_updated2 vs update3 Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0063,ref1/.mpp test files/Hard_File/Hard_File_updated3.mpp,Customer Service Ramp Up,2026-10-12T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: hard file updated3,"{""matched_labels"": [""hard file updated3""], ""folder_prefix_depth"": 3}"
F0066,ref1/.mpp test files/Hard_File/Hard_File_updated_with_logic_reestablished_UID_155_Directional_Path_Analysis_2026-7-8-14-37-20.xlsx,SSI Tools,SSI Directional Path Export,F0065,ref1/.mpp test files/Hard_File/Hard_File_updated_with_logic_reestablished.mpp,Customer Service Ramp Up,2026-08-11T17:00,900,confirmed,exact,UID+name exact 86/86 | start/finish exact 86/86,"{""rows"": 86, ""uid_match"": 86, ""name_match"": 86, ""date_match"": 86, ""date_comparable"": 86}"
F0067,ref1/.mpp test files/Large Project2 Acumen/Large Project2 Acumen - DCMA Report1.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,770,confirmed,exact_label_path_best,Acumen embedded project/version label: large test file2 | embedded version date matches schedule status date,"{""matched_labels"": [""large test file2""], ""folder_prefix_depth"": 2}"
F0069,ref1/.mpp test files/Large Project2 Acumen/Large Project2 Acumen - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,650,confirmed,exact_label_path_best,Acumen embedded project/version label: large test file2,"{""matched_labels"": [""large test file2""], ""folder_prefix_depth"": 2}"
F0071,ref1/.mpp test files/Large Project2 Acumen/Large Project2 Acumen - Quick Add Metrics1.xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,650,confirmed,exact_label_path_best,Acumen embedded project/version label: large test file2,"{""matched_labels"": [""large test file2""], ""folder_prefix_depth"": 2}"
F0072,ref1/.mpp test files/Large Project2 Acumen/Large Project2 Acumen- Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,770,confirmed,exact_label_path_best,Acumen embedded project/version label: large test file2 | embedded version date matches schedule status date,"{""matched_labels"": [""large test file2""], ""folder_prefix_depth"": 2}"
F0073,ref1/.mpp test files/Large Project2 Acumen/Large Project2 Acumen1 - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,650,confirmed,exact_label_path_best,Acumen embedded project/version label: large test file2,"{""matched_labels"": [""large test file2""], ""folder_prefix_depth"": 2}"
F0074,ref1/.mpp test files/Large Test File/Large Test File Leveled All Dependencies with driving slack to UID_152_Directional_Path_Analysis_2026-7-14-17-21-13.xlsx,SSI Tools,SSI Directional Path Export,F0077,ref1/.mpp test files/Large Test File/Large Test File Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,1300,confirmed,exact,SSI Project column exact alias | UID+name exact 783/783 | start/finish exact 783/783,"{""rows"": 783, ""uid_match"": 783, ""name_match"": 783, ""date_match"": 783, ""date_comparable"": 783}"
F0076,ref1/.mpp test files/Large Test File/Large Test File Leveled Critical - Secondary - Teritiary - with driving slack to UID_152_Directional_Path_Analysis_2026-7-14-17-22-42.xlsx,SSI Tools,SSI Directional Path Export,F0077,ref1/.mpp test files/Large Test File/Large Test File Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,1300,confirmed,exact,SSI Project column exact alias | UID+name exact 122/122 | start/finish exact 122/122,"{""rows"": 122, ""uid_match"": 122, ""name_match"": 122, ""date_match"": 122, ""date_comparable"": 122}"
F0084,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v51 - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,700,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0084,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v51 - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0085,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v52 - Quick Add Metrics.xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,700,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0085,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v52 - Quick Add Metrics.xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0086,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v53 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,700,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0086,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v53 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,745,confirmed,exact_label_path_best,Acumen embedded project/version label: project2 | embedded version date matches schedule status date,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0087,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v54- Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,700,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0087,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v54- Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0088,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v55 - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,820,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered | embedded version date matches schedule status date,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0088,ref1/.mpp test files/Project2 - Project5/2 vs 5/2v55 - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,745,confirmed,exact_label_path_best,Acumen embedded project/version label: project2 | embedded version date matches schedule status date,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0089,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project2v5 Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,700,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 4}"
F0089,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project2v5 Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0091,ref1/.mpp test files/Project2 - Project5/P-P5 - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 3}"
F0091,ref1/.mpp test files/Project2 - Project5/P-P5 - Quick Add Metrics .xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0092,ref1/.mpp test files/Project2 - Project5/P2-P5 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 3}"
F0092,ref1/.mpp test files/Project2 - Project5/P2-P5 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,745,confirmed,exact_label_path_best,Acumen embedded project/version label: project2 | embedded version date matches schedule status date,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0093,ref1/.mpp test files/Project2 - Project5/P2-P5 - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 3}"
F0093,ref1/.mpp test files/Project2 - Project5/P2-P5 - Detailed Metric Report.xlsx,Acumen Fuse,Acumen Detailed Metric Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0094,ref1/.mpp test files/Project2 - Project5/P2-P5 - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,795,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered | embedded version date matches schedule status date,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 3}"
F0094,ref1/.mpp test files/Project2 - Project5/P2-P5 - Metric History Report.xlsx,Acumen Fuse,Acumen Metric History Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,745,confirmed,exact_label_path_best,Acumen embedded project/version label: project2 | embedded version date matches schedule status date,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0095,ref1/.mpp test files/Project2 - Project5/P2-P5 - Quick Add Metrics.xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,675,confirmed,exact_label_path_best,Acumen embedded project/version label: project5 tampered,"{""matched_labels"": [""project5 tampered""], ""folder_prefix_depth"": 3}"
F0095,ref1/.mpp test files/Project2 - Project5/P2-P5 - Quick Add Metrics.xlsx,Acumen Fuse,Acumen Quick Add/Ribbon Export,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,625,confirmed,exact_label_path_best,Acumen embedded project/version label: project2,"{""matched_labels"": [""project2""], ""folder_prefix_depth"": 1}"
F0096,ref1/.mpp test files/Project2 - Project5/P2-P5.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1075,confirmed,explicit_mpp_reference,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 3}"
F0096,ref1/.mpp test files/Project2 - Project5/P2-P5.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,1025,confirmed,explicit_mpp_reference,AFW explicitly references project2.mpp,"{""explicit_reference_label"": ""project2"", ""folder_prefix_depth"": 1}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0008,ref1/.mpp test files/2-3-4-5/Project3.mpp,Commercial Construction,2026-06-30T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references project3.mpp,"{""explicit_reference_label"": ""project3"", ""folder_prefix_depth"": 0}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0009,ref1/.mpp test files/2-3-4-5/Project4.mpp,Commercial Construction,2026-07-29T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references project4.mpp,"{""explicit_reference_label"": ""project4"", ""folder_prefix_depth"": 0}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references project2.mpp,"{""explicit_reference_label"": ""project2"", ""folder_prefix_depth"": 0}"
F0139,ref2/Hard_File Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0036,ref1/.mpp test files/Hard_File/Hard_File.mpp,Customer Service Ramp Up,2026-07-07T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: hard file,"{""matched_labels"": [""hard file""], ""folder_prefix_depth"": 0}"
