edge_id,pair_key,relation,source_id,target_id,inverse_relation,evidence
ED00515,L00258,file_has_path,F0159,P0409,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v1.xml
ED00516,L00258,path_belongs_to_file,P0409,F0159,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v1.xml
ED00517,L00259,file_has_path,F0021,P0410,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v2.mpp
ED00518,L00259,path_belongs_to_file,P0410,F0021,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v2.mpp
ED00519,L00260,file_has_path,F0160,P0411,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v2.xml
ED00520,L00260,path_belongs_to_file,P0411,F0160,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v2.xml
ED00521,L00261,file_has_path,F0023,P0412,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v3.mpp
ED00522,L00261,path_belongs_to_file,P0412,F0023,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v3.mpp
ED00523,L00262,file_has_path,F0161,P0413,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v3.xml
ED00524,L00262,path_belongs_to_file,P0413,F0161,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v3.xml
ED00525,L00263,file_has_path,F0024,P0414,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v4.mpp
ED00526,L00263,path_belongs_to_file,P0414,F0024,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v4.mpp
ED00527,L00264,file_has_path,F0162,P0415,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v4.xml
ED00528,L00264,path_belongs_to_file,P0415,F0162,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v4.xml
ED00529,L00265,file_has_path,F0025,P0416,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v5.mpp
ED00530,L00265,path_belongs_to_file,P0416,F0025,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v5.mpp
ED00531,L00266,file_has_path,F0163,P0417,path_belongs_to_file,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v5.xml
ED00532,L00266,path_belongs_to_file,P0417,F0163,file_has_path,ref2/TP1_Library_Progressed_EXTRACTED/TP4_DataCenter_v5.xml
ED00533,L00267,file_has_path,F0157,P0418,path_belongs_to_file,ref2/TP2_Bridge_4x10_Calendar.xml
ED00534,L00267,path_belongs_to_file,P0418,F0157,file_has_path,ref2/TP2_Bridge_4x10_Calendar.xml
ED00535,L00268,file_has_path,F0158,P0419,path_belongs_to_file,ref2/TP3_Outage_DCMA_Seeded.xml
ED00536,L00268,path_belongs_to_file,P0419,F0158,file_has_path,ref2/TP3_Outage_DCMA_Seeded.xml
ED00537,L00269,file_has_path,F0159,P0420,path_belongs_to_file,ref2/TP4_DataCenter_v1.xml
ED00538,L00269,path_belongs_to_file,P0420,F0159,file_has_path,ref2/TP4_DataCenter_v1.xml
ED00539,L00270,file_has_path,F0160,P0421,path_belongs_to_file,ref2/TP4_DataCenter_v2.xml
ED00540,L00270,path_belongs_to_file,P0421,F0160,file_has_path,ref2/TP4_DataCenter_v2.xml
ED00541,L00271,file_has_path,F0161,P0422,path_belongs_to_file,ref2/TP4_DataCenter_v3.xml
ED00542,L00271,path_belongs_to_file,P0422,F0161,file_has_path,ref2/TP4_DataCenter_v3.xml
ED00543,L00272,file_has_path,F0162,P0423,path_belongs_to_file,ref2/TP4_DataCenter_v4.xml
ED00544,L00272,path_belongs_to_file,P0423,F0162,file_has_path,ref2/TP4_DataCenter_v4.xml
ED00545,L00273,file_has_path,F0163,P0424,path_belongs_to_file,ref2/TP4_DataCenter_v5.xml
ED00546,L00273,path_belongs_to_file,P0424,F0163,file_has_path,ref2/TP4_DataCenter_v5.xml
ED00547,L00274,file_has_path,F0164,P0425,path_belongs_to_file,ref2/UID_145_Directional_Path_Analysis_2026-6-22-11-35-10.xlsx
ED00548,L00274,path_belongs_to_file,P0425,F0164,file_has_path,ref2/UID_145_Directional_Path_Analysis_2026-6-22-11-35-10.xlsx
ED00549,L00275,file_has_path,F0165,P0426,path_belongs_to_file,ref2/UID_145_Directional_Path_Analysis_2026-6-23-12-28-46.xlsx
ED00550,L00275,path_belongs_to_file,P0426,F0165,file_has_path,ref2/UID_145_Directional_Path_Analysis_2026-6-23-12-28-46.xlsx
ED00551,L00276,file_has_path,F0166,P0427,path_belongs_to_file,ref2/UID_145_Directional_Path_Analysis_All_Dependencies_2026-6-23-12-37-10.xlsx
ED00552,L00276,path_belongs_to_file,P0427,F0166,file_has_path,ref2/UID_145_Directional_Path_Analysis_All_Dependencies_2026-6-23-12-37-10.xlsx
ED00553,L00277,file_has_path,F0167,P0428,path_belongs_to_file,ref2/UID_152_Directional_Path_Analysis_2026-6-23-12-46-44.xlsx
ED00554,L00277,path_belongs_to_file,P0428,F0167,file_has_path,ref2/UID_152_Directional_Path_Analysis_2026-6-23-12-46-44.xlsx
ED00555,L00278,file_has_path,F0169,P0430,path_belongs_to_file,ref2/UID_152_Directional_Path_Analysis_ALL_2026-6-23-15-5-21.xlsx
ED00556,L00278,path_belongs_to_file,P0430,F0169,file_has_path,ref2/UID_152_Directional_Path_Analysis_ALL_2026-6-23-15-5-21.xlsx
ED00557,L00279,file_has_path,F0168,P0429,path_belongs_to_file,ref2/UID_152_Directional_Path_Analysis_All Dependents Not Leveled_2026-6-23-20-30-55.xlsx
ED00558,L00279,path_belongs_to_file,P0429,F0168,file_has_path,ref2/UID_152_Directional_Path_Analysis_All Dependents Not Leveled_2026-6-23-20-30-55.xlsx
ED00559,L00280,file_has_path,F0170,P0431,path_belongs_to_file,ref2/UID_152_Directional_Path_Analysis_Leveled_All_Dependents_2026-6-23-20-28-26.xlsx
ED00560,L00280,path_belongs_to_file,P0431,F0170,file_has_path,ref2/UID_152_Directional_Path_Analysis_Leveled_All_Dependents_2026-6-23-20-28-26.xlsx
ED00561,L00281,file_has_path,F0171,P0432,path_belongs_to_file,ref2/UID_152_Directional_Path_Analysis_Resource_Level_2026-6-23-17-8-43.xlsx
ED00562,L00281,path_belongs_to_file,P0432,F0171,file_has_path,ref2/UID_152_Directional_Path_Analysis_Resource_Level_2026-6-23-17-8-43.xlsx
ED00563,L00282,file_has_path,F0172,P0433,path_belongs_to_file,ref2/UID_4_Directional_Path_Analysis_2026-6-23-15-42-46.xlsx
ED00564,L00282,path_belongs_to_file,P0433,F0172,file_has_path,ref2/UID_4_Directional_Path_Analysis_2026-6-23-15-42-46.xlsx
ED00565,L00283,file_has_path,F0173,P0434,path_belongs_to_file,ref2/UID_4_Directional_Path_Analysis_Progress_2026-6-23-16-0-6.xlsx
ED00566,L00283,path_belongs_to_file,P0434,F0173,file_has_path,ref2/UID_4_Directional_Path_Analysis_Progress_2026-6-23-16-0-6.xlsx
ED00567,L00284,file_has_path,F0174,P0435,path_belongs_to_file,ref2/UID_4_Directional_Path_Analysis_Split_2026-6-23-16-31-24.xlsx
ED00568,L00284,path_belongs_to_file,P0435,F0174,file_has_path,ref2/UID_4_Directional_Path_Analysis_Split_2026-6-23-16-31-24.xlsx
ED00569,L00285,file_has_path,F0175,P0436,path_belongs_to_file,ref2/Workbook1 - DCMA Report.xlsx
ED00570,L00285,path_belongs_to_file,P0436,F0175,file_has_path,ref2/Workbook1 - DCMA Report.xlsx
ED00571,L00286,file_has_path,F0148,P0242,path_belongs_to_file,ref2/sra-report January 2026.docx
ED00572,L00286,path_belongs_to_file,P0242,F0148,file_has_path,ref2/sra-report January 2026.docx
ED00573,L00287,file_has_path,F0149,P0243,path_belongs_to_file,ref2/sra-report.docx
ED00574,L00287,path_belongs_to_file,P0243,F0149,file_has_path,ref2/sra-report.docx
ED00575,L00288,file_has_path,F0150,P0244,path_belongs_to_file,ref2/sra-ssi (January 2026).xlsx
ED00576,L00288,path_belongs_to_file,P0244,F0150,file_has_path,ref2/sra-ssi (January 2026).xlsx
ED00577,L00289,file_has_path,F0151,P0245,path_belongs_to_file,ref2/sra-ssi-setup.json
ED00578,L00289,path_belongs_to_file,P0245,F0151,file_has_path,ref2/sra-ssi-setup.json
ED00579,L00290,file_has_path,F0152,P0246,path_belongs_to_file,ref2/sra-ssi.xlsx
ED00580,L00290,path_belongs_to_file,P0246,F0152,file_has_path,ref2/sra-ssi.xlsx
ED00581,L00291,file_has_path,F0153,P0247,path_belongs_to_file,ref2/test files.zip
ED00582,L00291,path_belongs_to_file,P0247,F0153,file_has_path,ref2/test files.zip
ED00583,L00292,file_has_path,F0135,P0248,path_belongs_to_file,ref2/test files_EXTRACTED/2345.afw
ED00584,L00292,path_belongs_to_file,P0248,F0135,file_has_path,ref2/test files_EXTRACTED/2345.afw
ED00585,L00293,file_has_path,F0001,P0249,path_belongs_to_file,ref2/test files_EXTRACTED/2345/2345 - DCMA Report.xlsx
ED00586,L00293,path_belongs_to_file,P0249,F0001,file_has_path,ref2/test files_EXTRACTED/2345/2345 - DCMA Report.xlsx
ED00587,L00294,file_has_path,F0002,P0250,path_belongs_to_file,ref2/test files_EXTRACTED/2345/2345 - Metric History Report.xlsx
ED00588,L00294,path_belongs_to_file,P0250,F0002,file_has_path,ref2/test files_EXTRACTED/2345/2345 - Metric History Report.xlsx
ED00589,L00295,file_has_path,F0003,P0251,path_belongs_to_file,ref2/test files_EXTRACTED/2345/2345 - Quick Add Metrics.xlsx
ED00590,L00295,path_belongs_to_file,P0251,F0003,file_has_path,ref2/test files_EXTRACTED/2345/2345 - Quick Add Metrics.xlsx
ED00591,L00296,file_has_path,F0005,P0252,path_belongs_to_file,ref2/test files_EXTRACTED/2345/L12 - Detailed Metric Report.xlsx
ED00592,L00296,path_belongs_to_file,P0252,F0005,file_has_path,ref2/test files_EXTRACTED/2345/L12 - Detailed Metric Report.xlsx
ED00593,L00297,file_has_path,F0006,P0253,path_belongs_to_file,ref2/test files_EXTRACTED/2345/L12- Metric History Report.xlsx
ED00594,L00297,path_belongs_to_file,P0253,F0006,file_has_path,ref2/test files_EXTRACTED/2345/L12- Metric History Report.xlsx
ED00595,L00298,file_has_path,F0007,P0254,path_belongs_to_file,ref2/test files_EXTRACTED/2345/L12- Quick Add Metrics.xlsx
ED00596,L00298,path_belongs_to_file,P0254,F0007,file_has_path,ref2/test files_EXTRACTED/2345/L12- Quick Add Metrics.xlsx
ED00597,L00299,file_has_path,F0102,P0255,path_belongs_to_file,ref2/test files_EXTRACTED/2345/Project2.mpp
ED00598,L00299,path_belongs_to_file,P0255,F0102,file_has_path,ref2/test files_EXTRACTED/2345/Project2.mpp
ED00599,L00300,file_has_path,F0008,P0256,path_belongs_to_file,ref2/test files_EXTRACTED/2345/Project3.mpp
ED00600,L00300,path_belongs_to_file,P0256,F0008,file_has_path,ref2/test files_EXTRACTED/2345/Project3.mpp
ED00601,L00301,file_has_path,F0009,P0257,path_belongs_to_file,ref2/test files_EXTRACTED/2345/Project4.mpp
ED00602,L00301,path_belongs_to_file,P0257,F0009,file_has_path,ref2/test files_EXTRACTED/2345/Project4.mpp
ED00603,L00302,file_has_path,F0010,P0258,path_belongs_to_file,ref2/test files_EXTRACTED/2345/Project5_TAMPERED.mpp
ED00604,L00302,path_belongs_to_file,P0258,F0010,file_has_path,ref2/test files_EXTRACTED/2345/Project5_TAMPERED.mpp
ED00605,L00303,file_has_path,F0011,P0259,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP - Metric History Report.xlsx
ED00606,L00303,path_belongs_to_file,P0259,F0011,file_has_path,ref2/test files_EXTRACTED/2345/TP - Metric History Report.xlsx
ED00607,L00304,file_has_path,F0012,P0260,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP - Quick Add Metrics.xlsx
ED00608,L00304,path_belongs_to_file,P0260,F0012,file_has_path,ref2/test files_EXTRACTED/2345/TP - Quick Add Metrics.xlsx
ED00609,L00305,file_has_path,F0013,P0261,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP- Detailed Metric Report.xlsx
ED00610,L00305,path_belongs_to_file,P0261,F0013,file_has_path,ref2/test files_EXTRACTED/2345/TP- Detailed Metric Report.xlsx
ED00611,L00306,file_has_path,F0014,P0262,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP1 - Detailed Metric Report.xlsx
ED00612,L00306,path_belongs_to_file,P0262,F0014,file_has_path,ref2/test files_EXTRACTED/2345/TP1 - Detailed Metric Report.xlsx
ED00613,L00307,file_has_path,F0015,P0263,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP1 - Metric History Report.xlsx
ED00614,L00307,path_belongs_to_file,P0263,F0015,file_has_path,ref2/test files_EXTRACTED/2345/TP1 - Metric History Report.xlsx
ED00615,L00308,file_has_path,F0016,P0264,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP1 - Quick Add Metrics.xlsx
ED00616,L00308,path_belongs_to_file,P0264,F0016,file_has_path,ref2/test files_EXTRACTED/2345/TP1 - Quick Add Metrics.xlsx
ED00617,L00309,file_has_path,F0017,P0265,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP23- Detailed Metric Report.xlsx
ED00618,L00309,path_belongs_to_file,P0265,F0017,file_has_path,ref2/test files_EXTRACTED/2345/TP23- Detailed Metric Report.xlsx
ED00619,L00310,file_has_path,F0018,P0266,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP23- Metric History Report.xlsx
ED00620,L00310,path_belongs_to_file,P0266,F0018,file_has_path,ref2/test files_EXTRACTED/2345/TP23- Metric History Report.xlsx
ED00621,L00311,file_has_path,F0019,P0267,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP23- Quick Add Metrics.xlsx
ED00622,L00311,path_belongs_to_file,P0267,F0019,file_has_path,ref2/test files_EXTRACTED/2345/TP23- Quick Add Metrics.xlsx
ED00623,L00312,file_has_path,F0020,P0268,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v1.mpp
ED00624,L00312,path_belongs_to_file,P0268,F0020,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v1.mpp
ED00625,L00313,file_has_path,F0021,P0269,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2.mpp
ED00626,L00313,path_belongs_to_file,P0269,F0021,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2.mpp
ED00627,L00314,file_has_path,F0022,P0270,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2.zip
ED00628,L00314,path_belongs_to_file,P0270,F0022,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2.zip
ED00629,L00315,file_has_path,F0001,P0271,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - DCMA Report.xlsx
ED00630,L00315,path_belongs_to_file,P0271,F0001,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - DCMA Report.xlsx
ED00631,L00316,file_has_path,F0002,P0272,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - Metric History Report.xlsx
ED00632,L00316,path_belongs_to_file,P0272,F0002,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - Metric History Report.xlsx
ED00633,L00317,file_has_path,F0003,P0273,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - Quick Add Metrics.xlsx
ED00634,L00317,path_belongs_to_file,P0273,F0003,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/2345 - Quick Add Metrics.xlsx
ED00635,L00318,file_has_path,F0005,P0274,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12 - Detailed Metric Report.xlsx
ED00636,L00318,path_belongs_to_file,P0274,F0005,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12 - Detailed Metric Report.xlsx
ED00637,L00319,file_has_path,F0006,P0275,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12- Metric History Report.xlsx
ED00638,L00319,path_belongs_to_file,P0275,F0006,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12- Metric History Report.xlsx
ED00639,L00320,file_has_path,F0007,P0276,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12- Quick Add Metrics.xlsx
ED00640,L00320,path_belongs_to_file,P0276,F0007,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/L12- Quick Add Metrics.xlsx
ED00641,L00321,file_has_path,F0102,P0277,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project2.mpp
ED00642,L00321,path_belongs_to_file,P0277,F0102,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project2.mpp
ED00643,L00322,file_has_path,F0008,P0278,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project3.mpp
ED00644,L00322,path_belongs_to_file,P0278,F0008,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project3.mpp
ED00645,L00323,file_has_path,F0009,P0279,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project4.mpp
ED00646,L00323,path_belongs_to_file,P0279,F0009,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project4.mpp
ED00647,L00324,file_has_path,F0010,P0280,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project5_TAMPERED.mpp
ED00648,L00324,path_belongs_to_file,P0280,F0010,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/Project5_TAMPERED.mpp
ED00649,L00325,file_has_path,F0011,P0281,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP - Metric History Report.xlsx
ED00650,L00325,path_belongs_to_file,P0281,F0011,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP - Metric History Report.xlsx
ED00651,L00326,file_has_path,F0012,P0282,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP - Quick Add Metrics.xlsx
ED00652,L00326,path_belongs_to_file,P0282,F0012,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP - Quick Add Metrics.xlsx
ED00653,L00327,file_has_path,F0013,P0283,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP- Detailed Metric Report.xlsx
ED00654,L00327,path_belongs_to_file,P0283,F0013,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP- Detailed Metric Report.xlsx
ED00655,L00328,file_has_path,F0014,P0284,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Detailed Metric Report.xlsx
ED00656,L00328,path_belongs_to_file,P0284,F0014,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Detailed Metric Report.xlsx
ED00657,L00329,file_has_path,F0015,P0285,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Metric History Report.xlsx
ED00658,L00329,path_belongs_to_file,P0285,F0015,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Metric History Report.xlsx
ED00659,L00330,file_has_path,F0016,P0286,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Quick Add Metrics.xlsx
ED00660,L00330,path_belongs_to_file,P0286,F0016,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP1 - Quick Add Metrics.xlsx
ED00661,L00331,file_has_path,F0017,P0287,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Detailed Metric Report.xlsx
ED00662,L00331,path_belongs_to_file,P0287,F0017,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Detailed Metric Report.xlsx
ED00663,L00332,file_has_path,F0018,P0288,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Metric History Report.xlsx
ED00664,L00332,path_belongs_to_file,P0288,F0018,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Metric History Report.xlsx
ED00665,L00333,file_has_path,F0019,P0289,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Quick Add Metrics.xlsx
ED00666,L00333,path_belongs_to_file,P0289,F0019,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP23- Quick Add Metrics.xlsx
ED00667,L00334,file_has_path,F0020,P0290,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v1.mpp
ED00668,L00334,path_belongs_to_file,P0290,F0020,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v1.mpp
ED00669,L00335,file_has_path,F0021,P0291,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v2.mpp
ED00670,L00335,path_belongs_to_file,P0291,F0021,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v2.mpp
ED00671,L00336,file_has_path,F0023,P0292,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v3.mpp
ED00672,L00336,path_belongs_to_file,P0292,F0023,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v3.mpp
ED00673,L00337,file_has_path,F0024,P0293,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v4.mpp
ED00674,L00337,path_belongs_to_file,P0293,F0024,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v4.mpp
ED00675,L00338,file_has_path,F0025,P0294,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v5.mpp
ED00676,L00338,path_belongs_to_file,P0294,F0025,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v2_EXTRACTED/TP4_DataCenter_v5.mpp
ED00677,L00339,file_has_path,F0023,P0295,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v3.mpp
ED00678,L00339,path_belongs_to_file,P0295,F0023,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v3.mpp
ED00679,L00340,file_has_path,F0024,P0296,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v4.mpp
ED00680,L00340,path_belongs_to_file,P0296,F0024,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v4.mpp
ED00681,L00341,file_has_path,F0025,P0297,path_belongs_to_file,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v5.mpp
ED00682,L00341,path_belongs_to_file,P0297,F0025,file_has_path,ref2/test files_EXTRACTED/2345/TP4_DataCenter_v5.mpp
ED00683,L00342,file_has_path,F0175,P0298,path_belongs_to_file,ref2/test files_EXTRACTED/Acumen/Workbook1 - DCMA Report.xlsx
ED00684,L00342,path_belongs_to_file,P0298,F0175,file_has_path,ref2/test files_EXTRACTED/Acumen/Workbook1 - DCMA Report.xlsx
ED00685,L00343,file_has_path,F0026,P0299,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM - Quick Add Metrics.docx
ED00686,L00343,path_belongs_to_file,P0299,F0026,file_has_path,ref2/test files_EXTRACTED/EVM/EVM - Quick Add Metrics.docx
ED00687,L00344,file_has_path,F0027,P0300,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report.xlsx
ED00688,L00344,path_belongs_to_file,P0300,F0027,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report.xlsx
ED00689,L00345,file_has_path,F0028,P0301,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report.zip
ED00690,L00345,path_belongs_to_file,P0301,F0028,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report.zip
ED00691,L00346,file_has_path,F0026,P0302,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM - Quick Add Metrics.docx
ED00692,L00346,path_belongs_to_file,P0302,F0026,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM - Quick Add Metrics.docx
ED00693,L00347,file_has_path,F0027,P0303,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM- Metric History Report.xlsx
ED00694,L00347,path_belongs_to_file,P0303,F0027,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM- Metric History Report.xlsx
ED00695,L00348,file_has_path,F0029,P0304,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM.afw
ED00696,L00348,path_belongs_to_file,P0304,F0029,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM.afw
ED00697,L00349,file_has_path,F0030,P0305,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM1 Forensic Analysis Report.xlsx
ED00698,L00349,path_belongs_to_file,P0305,F0030,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM1 Forensic Analysis Report.xlsx
ED00699,L00350,file_has_path,F0031,P0306,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM1- Quick Add Metrics .xlsx
ED00700,L00350,path_belongs_to_file,P0306,F0031,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM1- Quick Add Metrics .xlsx
ED00701,L00351,file_has_path,F0033,P0307,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM2 - Quick Add Metrics.xlsx
ED00702,L00351,path_belongs_to_file,P0307,F0033,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM2 - Quick Add Metrics.xlsx
ED00703,L00352,file_has_path,F0035,P0308,path_belongs_to_file,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM3- Detailed Metric Report.xlsx
ED00704,L00352,path_belongs_to_file,P0308,F0035,file_has_path,ref2/test files_EXTRACTED/EVM/EVM- Metric History Report_EXTRACTED/EVM3- Detailed Metric Report.xlsx
